category,admin_unit,name,year,variable,variable_full,value,unit,unit_short,source,url,flag
economy,metropolitan region,Prague,2000,gdp_per_capita,GDP per capita (USD),34351.01,US Dollar,USD,OECD,https://stats.oecd.org/,go to Regions and Cities / Metrpolitan Areas / GDP from cities; reference period: 2010
economy,metropolitan region,Prague,2001,gdp_per_capita,GDP per capita (USD),35640.65,US Dollar,USD,OECD,https://stats.oecd.org/,go to Regions and Cities / Metrpolitan Areas / GDP from cities; reference period: 2011
economy,metropolitan region,Prague,2002,gdp_per_capita,GDP per capita (USD),36392.18,US Dollar,USD,OECD,https://stats.oecd.org/,go to Regions and Cities / Metrpolitan Areas / GDP from cities; reference period: 2012
economy,metropolitan region,Prague,2003,gdp_per_capita,GDP per capita (USD),38048.64,US Dollar,USD,OECD,https://stats.oecd.org/,go to Regions and Cities / Metrpolitan Areas / GDP from cities; reference period: 2013
economy,metropolitan region,Prague,2004,gdp_per_capita,GDP per capita (USD),39740.63,US Dollar,USD,OECD,https://stats.oecd.org/,go to Regions and Cities / Metrpolitan Areas / GDP from cities; reference period: 2014
economy,metropolitan region,Prague,2005,gdp_per_capita,GDP per capita (USD),42370.04,US Dollar,USD,OECD,https://stats.oecd.org/,go to Regions and Cities / Metrpolitan Areas / GDP from cities; reference period: 2015
economy,metropolitan region,Prague,2006,gdp_per_capita,GDP per capita (USD),45359.56,US Dollar,USD,OECD,https://stats.oecd.org/,go to Regions and Cities / Metrpolitan Areas / GDP from cities; reference period: 2016
economy,metropolitan region,Prague,2007,gdp_per_capita,GDP per capita (USD),48436.5,US Dollar,USD,OECD,https://stats.oecd.org/,go to Regions and Cities / Metrpolitan Areas / GDP from cities; reference period: 2017
economy,metropolitan region,Prague,2008,gdp_per_capita,GDP per capita (USD),50014.62,US Dollar,USD,OECD,https://stats.oecd.org/,go to Regions and Cities / Metrpolitan Areas / GDP from cities; reference period: 2018
economy,metropolitan region,Prague,2009,gdp_per_capita,GDP per capita (USD),46923.81,US Dollar,USD,OECD,https://stats.oecd.org/,go to Regions and Cities / Metrpolitan Areas / GDP from cities; reference period: 2019
economy,metropolitan region,Prague,2010,gdp_per_capita,GDP per capita (USD),47763.9,US Dollar,USD,OECD,https://stats.oecd.org/,go to Regions and Cities / Metrpolitan Areas / GDP from cities; reference period: 2020
economy,metropolitan region,Prague,2011,gdp_per_capita,GDP per capita (USD),47307.83,US Dollar,USD,OECD,https://stats.oecd.org/,go to Regions and Cities / Metrpolitan Areas / GDP from cities; reference period: 2021
economy,metropolitan region,Prague,2012,gdp_per_capita,GDP per capita (USD),46255.23,US Dollar,USD,OECD,https://stats.oecd.org/,go to Regions and Cities / Metrpolitan Areas / GDP from cities; reference period: 2022
economy,metropolitan region,Prague,2013,gdp_per_capita,GDP per capita (USD),46093.65,US Dollar,USD,OECD,https://stats.oecd.org/,go to Regions and Cities / Metrpolitan Areas / GDP from cities; reference period: 2023
economy,metropolitan region,Berlin,2000,gdp_per_capita,GDP per capita (USD),32989.8,US Dollar,USD,OECD,https://stats.oecd.org/,go to Regions and Cities / Metrpolitan Areas / GDP from cities; reference period: 2024
economy,metropolitan region,Berlin,2001,gdp_per_capita,GDP per capita (USD),33064.51,US Dollar,USD,OECD,https://stats.oecd.org/,go to Regions and Cities / Metrpolitan Areas / GDP from cities; reference period: 2025
economy,metropolitan region,Berlin,2002,gdp_per_capita,GDP per capita (USD),32682.73,US Dollar,USD,OECD,https://stats.oecd.org/,go to Regions and Cities / Metrpolitan Areas / GDP from cities; reference period: 2026
economy,metropolitan region,Berlin,2003,gdp_per_capita,GDP per capita (USD),32021.94,US Dollar,USD,OECD,https://stats.oecd.org/,go to Regions and Cities / Metrpolitan Areas / GDP from cities; reference period: 2027
economy,metropolitan region,Berlin,2004,gdp_per_capita,GDP per capita (USD),31917.16,US Dollar,USD,OECD,https://stats.oecd.org/,go to Regions and Cities / Metrpolitan Areas / GDP from cities; reference period: 2028
economy,metropolitan region,Berlin,2005,gdp_per_capita,GDP per capita (USD),32420.01,US Dollar,USD,OECD,https://stats.oecd.org/,go to Regions and Cities / Metrpolitan Areas / GDP from cities; reference period: 2029
economy,metropolitan region,Berlin,2006,gdp_per_capita,GDP per capita (USD),33574.8,US Dollar,USD,OECD,https://stats.oecd.org/,go to Regions and Cities / Metrpolitan Areas / GDP from cities; reference period: 2030
economy,metropolitan region,Berlin,2007,gdp_per_capita,GDP per capita (USD),34660.57,US Dollar,USD,OECD,https://stats.oecd.org/,go to Regions and Cities / Metrpolitan Areas / GDP from cities; reference period: 2031
economy,metropolitan region,Berlin,2008,gdp_per_capita,GDP per capita (USD),36015.97,US Dollar,USD,OECD,https://stats.oecd.org/,go to Regions and Cities / Metrpolitan Areas / GDP from cities; reference period: 2032
economy,metropolitan region,Berlin,2009,gdp_per_capita,GDP per capita (USD),35519.94,US Dollar,USD,OECD,https://stats.oecd.org/,go to Regions and Cities / Metrpolitan Areas / GDP from cities; reference period: 2033
economy,metropolitan region,Berlin,2010,gdp_per_capita,GDP per capita (USD),36532.48,US Dollar,USD,OECD,https://stats.oecd.org/,go to Regions and Cities / Metrpolitan Areas / GDP from cities; reference period: 2034
economy,metropolitan region,Berlin,2011,gdp_per_capita,GDP per capita (USD),37674.54,US Dollar,USD,OECD,https://stats.oecd.org/,go to Regions and Cities / Metrpolitan Areas / GDP from cities; reference period: 2035
economy,metropolitan region,Berlin,2012,gdp_per_capita,GDP per capita (USD),37700.85,US Dollar,USD,OECD,https://stats.oecd.org/,go to Regions and Cities / Metrpolitan Areas / GDP from cities; reference period: 2036
economy,metropolitan region,Budapest,2000,gdp_per_capita,GDP per capita (USD),26918.46,US Dollar,USD,OECD,https://stats.oecd.org/,go to Regions and Cities / Metrpolitan Areas / GDP from cities; reference period: 2037
economy,metropolitan region,Budapest,2001,gdp_per_capita,GDP per capita (USD),28313.72,US Dollar,USD,OECD,https://stats.oecd.org/,go to Regions and Cities / Metrpolitan Areas / GDP from cities; reference period: 2038
economy,metropolitan region,Budapest,2002,gdp_per_capita,GDP per capita (USD),30615.26,US Dollar,USD,OECD,https://stats.oecd.org/,go to Regions and Cities / Metrpolitan Areas / GDP from cities; reference period: 2039
economy,metropolitan region,Budapest,2003,gdp_per_capita,GDP per capita (USD),31025.59,US Dollar,USD,OECD,https://stats.oecd.org/,go to Regions and Cities / Metrpolitan Areas / GDP from cities; reference period: 2040
economy,metropolitan region,Budapest,2004,gdp_per_capita,GDP per capita (USD),32722.29,US Dollar,USD,OECD,https://stats.oecd.org/,go to Regions and Cities / Metrpolitan Areas / GDP from cities; reference period: 2041
economy,metropolitan region,Budapest,2005,gdp_per_capita,GDP per capita (USD),34703.03,US Dollar,USD,OECD,https://stats.oecd.org/,go to Regions and Cities / Metrpolitan Areas / GDP from cities; reference period: 2042
economy,metropolitan region,Budapest,2006,gdp_per_capita,GDP per capita (USD),36861.43,US Dollar,USD,OECD,https://stats.oecd.org/,go to Regions and Cities / Metrpolitan Areas / GDP from cities; reference period: 2043
economy,metropolitan region,Budapest,2007,gdp_per_capita,GDP per capita (USD),37497.03,US Dollar,USD,OECD,https://stats.oecd.org/,go to Regions and Cities / Metrpolitan Areas / GDP from cities; reference period: 2044
economy,metropolitan region,Budapest,2008,gdp_per_capita,GDP per capita (USD),38126.05,US Dollar,USD,OECD,https://stats.oecd.org/,go to Regions and Cities / Metrpolitan Areas / GDP from cities; reference period: 2045
economy,metropolitan region,Budapest,2009,gdp_per_capita,GDP per capita (USD),36399.28,US Dollar,USD,OECD,https://stats.oecd.org/,go to Regions and Cities / Metrpolitan Areas / GDP from cities; reference period: 2046
economy,metropolitan region,Budapest,2010,gdp_per_capita,GDP per capita (USD),36383.2,US Dollar,USD,OECD,https://stats.oecd.org/,go to Regions and Cities / Metrpolitan Areas / GDP from cities; reference period: 2047
economy,metropolitan region,Budapest,2011,gdp_per_capita,GDP per capita (USD),36500.99,US Dollar,USD,OECD,https://stats.oecd.org/,go to Regions and Cities / Metrpolitan Areas / GDP from cities; reference period: 2048
economy,metropolitan region,Budapest,2012,gdp_per_capita,GDP per capita (USD),35963.7,US Dollar,USD,OECD,https://stats.oecd.org/,go to Regions and Cities / Metrpolitan Areas / GDP from cities; reference period: 2049
economy,metropolitan region,Warsaw,2000,gdp_per_capita,GDP per capita (USD),28772.67,US Dollar,USD,OECD,https://stats.oecd.org/,go to Regions and Cities / Metrpolitan Areas / GDP from cities; reference period: 2050
economy,metropolitan region,Warsaw,2001,gdp_per_capita,GDP per capita (USD),29065.04,US Dollar,USD,OECD,https://stats.oecd.org/,go to Regions and Cities / Metrpolitan Areas / GDP from cities; reference period: 2051
economy,metropolitan region,Warsaw,2002,gdp_per_capita,GDP per capita (USD),29717.76,US Dollar,USD,OECD,https://stats.oecd.org/,go to Regions and Cities / Metrpolitan Areas / GDP from cities; reference period: 2052
economy,metropolitan region,Warsaw,2003,gdp_per_capita,GDP per capita (USD),30654.33,US Dollar,USD,OECD,https://stats.oecd.org/,go to Regions and Cities / Metrpolitan Areas / GDP from cities; reference period: 2053
economy,metropolitan region,Warsaw,2004,gdp_per_capita,GDP per capita (USD),31560.77,US Dollar,USD,OECD,https://stats.oecd.org/,go to Regions and Cities / Metrpolitan Areas / GDP from cities; reference period: 2054
economy,metropolitan region,Warsaw,2005,gdp_per_capita,GDP per capita (USD),33531.91,US Dollar,USD,OECD,https://stats.oecd.org/,go to Regions and Cities / Metrpolitan Areas / GDP from cities; reference period: 2055
economy,metropolitan region,Warsaw,2006,gdp_per_capita,GDP per capita (USD),35848.91,US Dollar,USD,OECD,https://stats.oecd.org/,go to Regions and Cities / Metrpolitan Areas / GDP from cities; reference period: 2056
economy,metropolitan region,Warsaw,2007,gdp_per_capita,GDP per capita (USD),38634.94,US Dollar,USD,OECD,https://stats.oecd.org/,go to Regions and Cities / Metrpolitan Areas / GDP from cities; reference period: 2057
economy,metropolitan region,Warsaw,2008,gdp_per_capita,GDP per capita (USD),39398.94,US Dollar,USD,OECD,https://stats.oecd.org/,go to Regions and Cities / Metrpolitan Areas / GDP from cities; reference period: 2058
economy,metropolitan region,Warsaw,2009,gdp_per_capita,GDP per capita (USD),41246.43,US Dollar,USD,OECD,https://stats.oecd.org/,go to Regions and Cities / Metrpolitan Areas / GDP from cities; reference period: 2059
economy,metropolitan region,Warsaw,2010,gdp_per_capita,GDP per capita (USD),43220.62,US Dollar,USD,OECD,https://stats.oecd.org/,go to Regions and Cities / Metrpolitan Areas / GDP from cities; reference period: 2060
economy,metropolitan region,Warsaw,2011,gdp_per_capita,GDP per capita (USD),44712.18,US Dollar,USD,OECD,https://stats.oecd.org/,go to Regions and Cities / Metrpolitan Areas / GDP from cities; reference period: 2061
economy,metropolitan region,Warsaw,2012,gdp_per_capita,GDP per capita (USD),46012.72,US Dollar,USD,OECD,https://stats.oecd.org/,go to Regions and Cities / Metrpolitan Areas / GDP from cities; reference period: 2062
economy,metropolitan region,Katowice,2000,gdp_per_capita,GDP per capita (USD),15990.85,US Dollar,USD,OECD,https://stats.oecd.org/,go to Regions and Cities / Metrpolitan Areas / GDP from cities; reference period: 2063
economy,metropolitan region,Katowice,2001,gdp_per_capita,GDP per capita (USD),16074.04,US Dollar,USD,OECD,https://stats.oecd.org/,go to Regions and Cities / Metrpolitan Areas / GDP from cities; reference period: 2064
economy,metropolitan region,Katowice,2002,gdp_per_capita,GDP per capita (USD),17061.94,US Dollar,USD,OECD,https://stats.oecd.org/,go to Regions and Cities / Metrpolitan Areas / GDP from cities; reference period: 2065
economy,metropolitan region,Katowice,2003,gdp_per_capita,GDP per capita (USD),17558.88,US Dollar,USD,OECD,https://stats.oecd.org/,go to Regions and Cities / Metrpolitan Areas / GDP from cities; reference period: 2066
economy,metropolitan region,Katowice,2004,gdp_per_capita,GDP per capita (USD),18841.18,US Dollar,USD,OECD,https://stats.oecd.org/,go to Regions and Cities / Metrpolitan Areas / GDP from cities; reference period: 2067
economy,metropolitan region,Katowice,2005,gdp_per_capita,GDP per capita (USD),18793.13,US Dollar,USD,OECD,https://stats.oecd.org/,go to Regions and Cities / Metrpolitan Areas / GDP from cities; reference period: 2068
economy,metropolitan region,Katowice,2006,gdp_per_capita,GDP per capita (USD),19940.13,US Dollar,USD,OECD,https://stats.oecd.org/,go to Regions and Cities / Metrpolitan Areas / GDP from cities; reference period: 2069
economy,metropolitan region,Katowice,2007,gdp_per_capita,GDP per capita (USD),21406.54,US Dollar,USD,OECD,https://stats.oecd.org/,go to Regions and Cities / Metrpolitan Areas / GDP from cities; reference period: 2070
economy,metropolitan region,Katowice,2008,gdp_per_capita,GDP per capita (USD),22404.87,US Dollar,USD,OECD,https://stats.oecd.org/,go to Regions and Cities / Metrpolitan Areas / GDP from cities; reference period: 2071
economy,metropolitan region,Katowice,2009,gdp_per_capita,GDP per capita (USD),22926.73,US Dollar,USD,OECD,https://stats.oecd.org/,go to Regions and Cities / Metrpolitan Areas / GDP from cities; reference period: 2072
economy,metropolitan region,Katowice,2010,gdp_per_capita,GDP per capita (USD),23544.08,US Dollar,USD,OECD,https://stats.oecd.org/,go to Regions and Cities / Metrpolitan Areas / GDP from cities; reference period: 2073
economy,metropolitan region,Katowice,2011,gdp_per_capita,GDP per capita (USD),24749.49,US Dollar,USD,OECD,https://stats.oecd.org/,go to Regions and Cities / Metrpolitan Areas / GDP from cities; reference period: 2074
economy,metropolitan region,Katowice,2012,gdp_per_capita,GDP per capita (USD),24837.04,US Dollar,USD,OECD,https://stats.oecd.org/,go to Regions and Cities / Metrpolitan Areas / GDP from cities; reference period: 2075
economy,metropolitan region,Bratislava,2000,gdp_per_capita,GDP per capita (USD),31745.83,US Dollar,USD,OECD,https://stats.oecd.org/,go to Regions and Cities / Metrpolitan Areas / GDP from cities; reference period: 2076
economy,metropolitan region,Bratislava,2001,gdp_per_capita,GDP per capita (USD),32281.24,US Dollar,USD,OECD,https://stats.oecd.org/,go to Regions and Cities / Metrpolitan Areas / GDP from cities; reference period: 2077
economy,metropolitan region,Bratislava,2002,gdp_per_capita,GDP per capita (USD),34448.08,US Dollar,USD,OECD,https://stats.oecd.org/,go to Regions and Cities / Metrpolitan Areas / GDP from cities; reference period: 2078
economy,metropolitan region,Bratislava,2003,gdp_per_capita,GDP per capita (USD),36197.18,US Dollar,USD,OECD,https://stats.oecd.org/,go to Regions and Cities / Metrpolitan Areas / GDP from cities; reference period: 2079
